raw_words,task,quadruples
Good quality and perfect fit .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['quality']}, 'category': 'Clothing#Quality', 'opinion': {'from': 0, 'to': 1, 'term': ['Good']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Clothing#Size', 'opinion': {'from': 3, 'to': 4, 'term': ['perfect']}, 'sentiment': 'POS'}]"
These are comfortable and just what I needed .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Shoes#Quality', 'opinion': {'from': 2, 'to': 3, 'term': ['comfortable']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Shoes#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
"These are the most comfortable shoes I 've ever worn , and they 're stylish .",ACOS,"[{'aspect': {'from': 5, 'to': 6, 'term': ['shoes']}, 'category': 'Shoes#Quality', 'opinion': {'from': 2, 'to': 5, 'term': ['the', 'most', 'comfortable']}, 'sentiment': 'POS'}, {'aspect': {'from': 12, 'to': 13, 'term': ['they']}, 'category': 'Shoes#Looking', 'opinion': {'from': 14, 'to': 15, 'term': ['stylish']}, 'sentiment': 'POS'}]"
They are wonderful .,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['They']}, 'category': 'Bottom#General', 'opinion': {'from': 2, 'to': 3, 'term': ['wonderful']}, 'sentiment': 'POS'}]"
Happy with choice .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Clothing#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Happy']}, 'sentiment': 'POS'}]"
So happy to have found these navy flats !,ACOS,"[{'aspect': {'from': 7, 'to': 8, 'term': ['flats']}, 'category': 'Shoes#General', 'opinion': {'from': 1, 'to': 2, 'term': ['happy']}, 'sentiment': 'POS'}]"
They are very comfortable & light on the feet,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['They']}, 'category': 'Shoes#Quality', 'opinion': {'from': 5, 'to': 6, 'term': ['light']}, 'sentiment': 'POS'}, {'aspect': {'from': 0, 'to': 1, 'term': ['They']}, 'category': 'Shoes#Quality', 'opinion': {'from': 2, 'to': 4, 'term': ['very', 'comfortable']}, 'sentiment': 'POS'}]"
Description says there is a cushioned innersole when in fact this particular style has NO innersole .,ACOS,"[{'aspect': {'from': 12, 'to': 13, 'term': ['style']}, 'category': 'Shoes#Quality', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
GOOD LOOKING BOOT,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['LOOKING']}, 'category': 'Shoes#Looking', 'opinion': {'from': 0, 'to': 1, 'term': ['GOOD']}, 'sentiment': 'POS'}]"
I bought them also due to the quality of Life Stride shoes which I have worn in the past .,ACOS,"[{'aspect': {'from': 7, 'to': 8, 'term': ['quality']}, 'category': 'Shoes#Quality', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
Not sure these folks make tights for older dancers with a way to keep waist elastic from being too tight at the waist .,ACOS,"[{'aspect': {'from': 22, 'to': 23, 'term': ['waist']}, 'category': 'Bottom#Size', 'opinion': {'from': 18, 'to': 20, 'term': ['too', 'tight']}, 'sentiment': 'NEG'}]"
"Beautifully simple , and after wearing them outside a couple times , I have n't noticed any slippage .",ACOS,"[{'aspect': {'from': 6, 'to': 7, 'term': ['them']}, 'category': 'Shoes#Quality', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}, {'aspect': {'from': 6, 'to': 7, 'term': ['them']}, 'category': 'Shoes#Looking', 'opinion': {'from': 0, 'to': 2, 'term': ['Beautifully', 'simple']}, 'sentiment': 'POS'}]"
Would not buy again,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Clothing#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
"They are also pretty thick ( I hadn't shaved in a while and It looked nice and smooth ) , and transitioning is always convenient",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Clothing#Looking', 'opinion': {'from': 15, 'to': 16, 'term': ['nice']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Clothing#Quality', 'opinion': {'from': 17, 'to': 18, 'term': ['smooth']}, 'sentiment': 'POS'}, {'aspect': {'from': 0, 'to': 1, 'term': ['They']}, 'category': 'Clothing#Quality', 'opinion': {'from': 3, 'to': 5, 'term': ['pretty', 'thick']}, 'sentiment': 'POS'}, {'aspect': {'from': 21, 'to': 22, 'term': ['transitioning']}, 'category': 'Service#General', 'opinion': {'from': 24, 'to': 25, 'term': ['convenient']}, 'sentiment': 'POS'}]"
I have to return them but I 'll keep trying .,ACOS,"[{'aspect': {'from': 4, 'to': 5, 'term': ['them']}, 'category': 'Shoes#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
"It is pretty subtle but definitely there , and I loved it with the dress I wore to my holiday party .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Clothing#General', 'opinion': {'from': 10, 'to': 11, 'term': ['loved']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Bottom#Looking', 'opinion': {'from': 2, 'to': 4, 'term': ['pretty', 'subtle']}, 'sentiment': 'POS'}]"
"I have looked at these shoes for a year , and they are absolutely perfect .",ACOS,"[{'aspect': {'from': 5, 'to': 6, 'term': ['shoes']}, 'category': 'Shoes#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}, {'aspect': {'from': 11, 'to': 12, 'term': ['they']}, 'category': 'Shoes#General', 'opinion': {'from': 13, 'to': 15, 'term': ['absolutely', 'perfect']}, 'sentiment': 'POS'}]"
Toes are a little pointy but nothing I can not get past .,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['Toes']}, 'category': 'Shoes#Quality', 'opinion': {'from': 2, 'to': 5, 'term': ['a', 'little', 'pointy']}, 'sentiment': 'NEG'}]"
"A good light sweat shirt , washes and wears well .",ACOS,"[{'aspect': {'from': 3, 'to': 5, 'term': ['sweat', 'shirt']}, 'category': 'Top#General', 'opinion': {'from': 1, 'to': 2, 'term': ['good']}, 'sentiment': 'POS'}, {'aspect': {'from': 3, 'to': 5, 'term': ['sweat', 'shirt']}, 'category': 'Top#Quality', 'opinion': {'from': 2, 'to': 3, 'term': ['light']}, 'sentiment': 'POS'}, {'aspect': {'from': 3, 'to': 5, 'term': ['sweat', 'shirt']}, 'category': 'Top#General', 'opinion': {'from': 9, 'to': 10, 'term': ['well']}, 'sentiment': 'POS'}]"
I am so pleased with this purchase .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Top#General', 'opinion': {'from': 2, 'to': 4, 'term': ['so', 'pleased']}, 'sentiment': 'POS'}]"
I love these tights they make your legs look great !,ACOS,"[{'aspect': {'from': 3, 'to': 4, 'term': ['tights']}, 'category': 'Bottom#General', 'opinion': {'from': 9, 'to': 10, 'term': ['great']}, 'sentiment': 'POS'}, {'aspect': {'from': 3, 'to': 4, 'term': ['tights']}, 'category': 'Bottom#General', 'opinion': {'from': 1, 'to': 2, 'term': ['love']}, 'sentiment': 'POS'}]"
I 've had to put shoe tape over that area to prevent blisters .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Shoes#Quality', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
These tights are unwearable .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['tights']}, 'category': 'Bottom#General', 'opinion': {'from': 3, 'to': 4, 'term': ['unwearable']}, 'sentiment': 'NEG'}]"
My only glitch is this color is now DARKER than I remembered it .,ACOS,"[{'aspect': {'from': 5, 'to': 6, 'term': ['color']}, 'category': 'Bottom#General', 'opinion': {'from': 8, 'to': 9, 'term': ['DARKER']}, 'sentiment': 'NEG'}, {'aspect': {'from': 5, 'to': 6, 'term': ['color']}, 'category': 'Bottom#Looking', 'opinion': {'from': 2, 'to': 3, 'term': ['glitch']}, 'sentiment': 'NEG'}]"
I knew before I even tried it on that it would not fit .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Shoes#Size', 'opinion': {'from': 11, 'to': 13, 'term': ['not', 'fit']}, 'sentiment': 'NEG'}]"
"It is also opened toe as described.If you are dark tan skin color , but does not want black color , suntan color would be your best option .",ACOS,"[{'aspect': {'from': 21, 'to': 23, 'term': ['suntan', 'color']}, 'category': 'Clothing#Looking', 'opinion': {'from': 26, 'to': 27, 'term': ['best']}, 'sentiment': 'POS'}]"
"For ballroom dancing , I would prefer the ones with suede sole ( which were not available in my size ) .",ACOS,"[{'aspect': {'from': 10, 'to': 12, 'term': ['suede', 'sole']}, 'category': 'Shoes#General', 'opinion': {'from': 6, 'to': 7, 'term': ['prefer']}, 'sentiment': 'POS'}]"
"It 's ok tho ... . Now I know , and I will just have to buy more !",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Bottom#General', 'opinion': {'from': 2, 'to': 3, 'term': ['ok']}, 'sentiment': 'NEU'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Bottom#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
More like a sweatshirt than a thinner fashion hoodie .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Top#Looking', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
They are comfortable and I know I will get a lot of use out of them .,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['They']}, 'category': 'Clothing#Quality', 'opinion': {'from': 2, 'to': 3, 'term': ['comfortable']}, 'sentiment': 'POS'}, {'aspect': {'from': 15, 'to': 16, 'term': ['them']}, 'category': 'Clothing#Quality', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
"My husband loves his boots , excellent quality .",ACOS,"[{'aspect': {'from': 7, 'to': 8, 'term': ['quality']}, 'category': 'Shoes#Quality', 'opinion': {'from': 6, 'to': 7, 'term': ['excellent']}, 'sentiment': 'POS'}, {'aspect': {'from': 4, 'to': 5, 'term': ['boots']}, 'category': 'Shoes#General', 'opinion': {'from': 2, 'to': 3, 'term': ['loves']}, 'sentiment': 'POS'}]"
the goods pass fast and wear comfotablethe student enjoy it very muchyou can choose it to be a present,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['goods']}, 'category': 'Clothing#General', 'opinion': {'from': 6, 'to': 7, 'term': ['comfotablethe']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['goods']}, 'category': 'Clothing#General', 'opinion': {'from': 8, 'to': 9, 'term': ['enjoy']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['goods']}, 'category': 'Service#General', 'opinion': {'from': 3, 'to': 4, 'term': ['fast']}, 'sentiment': 'POS'}]"
Delivery was fast .,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['Delivery']}, 'category': 'Service#General', 'opinion': {'from': 2, 'to': 3, 'term': ['fast']}, 'sentiment': 'POS'}]"
I like Life Stride .,ACOS,"[{'aspect': {'from': 2, 'to': 4, 'term': ['Life', 'Stride']}, 'category': 'Shoes#Brand', 'opinion': {'from': 1, 'to': 2, 'term': ['like']}, 'sentiment': 'POS'}]"
"So , with essentially no real hips or booty yet , they just fit .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Clothing#Size', 'opinion': {'from': 12, 'to': 14, 'term': ['just', 'fit']}, 'sentiment': 'POS'}]"
And the color is exactly as pictured .,ACOS,"[{'aspect': {'from': 2, 'to': 3, 'term': ['color']}, 'category': 'Top#Looking', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
"Comfortable and fit well , but the inner fabric peeled up within a few weeks .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Clothing#Quality', 'opinion': {'from': 0, 'to': 1, 'term': ['Comfortable']}, 'sentiment': 'POS'}, {'aspect': {'from': 8, 'to': 9, 'term': ['fabric']}, 'category': 'Clothing#Quality', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Clothing#Size', 'opinion': {'from': 3, 'to': 4, 'term': ['well']}, 'sentiment': 'POS'}]"
"I typically wear an 8 , but per instructions/advice , ordered a 9 , and they fit perfect.I wore this type of shoe back in high school for show choir , and they are just as comfortable as I remember them.I WILL say one thing , I 'm going to have to add something to the heel .",ACOS,"[{'aspect': {'from': 15, 'to': 16, 'term': ['they']}, 'category': 'Shoes#Size', 'opinion': {'from': 17, 'to': 18, 'term': ['perfect.I']}, 'sentiment': 'POS'}, {'aspect': {'from': 32, 'to': 33, 'term': ['they']}, 'category': 'Shoes#Quality', 'opinion': {'from': 36, 'to': 37, 'term': ['comfortable']}, 'sentiment': 'POS'}]"
They are also opaque enough to make your legs look great even if you have n't shaved .,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['They']}, 'category': 'Bottom#Looking', 'opinion': {'from': 10, 'to': 11, 'term': ['great']}, 'sentiment': 'POS'}, {'aspect': {'from': 0, 'to': 1, 'term': ['They']}, 'category': 'Bottom#Looking', 'opinion': {'from': 3, 'to': 5, 'term': ['opaque', 'enough']}, 'sentiment': 'POS'}]"
"I bought these for my daughter , and they fit great !",ACOS,"[{'aspect': {'from': 8, 'to': 9, 'term': ['they']}, 'category': 'Clothing#Size', 'opinion': {'from': 10, 'to': 11, 'term': ['great']}, 'sentiment': 'POS'}]"
I love them .,ACOS,"[{'aspect': {'from': 2, 'to': 3, 'term': ['them']}, 'category': 'Clothing#General', 'opinion': {'from': 1, 'to': 2, 'term': ['love']}, 'sentiment': 'POS'}]"
"The waistband is thin and a bit tight , but not overly so .",ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['waistband']}, 'category': 'Bottom#Size', 'opinion': {'from': 3, 'to': 4, 'term': ['thin']}, 'sentiment': 'NEG'}, {'aspect': {'from': 1, 'to': 2, 'term': ['waistband']}, 'category': 'Bottom#Size', 'opinion': {'from': 5, 'to': 8, 'term': ['a', 'bit', 'tight']}, 'sentiment': 'NEG'}]"
These tights were supposed to be an xxl but when i got them they wouldnt even fit my size 8 sister .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['tights']}, 'category': 'Bottom#Size', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
There is elastic in the back and no way to adjust .,ACOS,"[{'aspect': {'from': 2, 'to': 3, 'term': ['elastic']}, 'category': 'Shoes#Looking', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
Complete waste of money .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Bottom#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
"I love the shoes , it 's just that I should have ordered an 8W .",ACOS,"[{'aspect': {'from': 3, 'to': 4, 'term': ['shoes']}, 'category': 'Shoes#General', 'opinion': {'from': 1, 'to': 2, 'term': ['love']}, 'sentiment': 'POS'}]"
It looks very nice .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Bottom#Looking', 'opinion': {'from': 2, 'to': 4, 'term': ['very', 'nice']}, 'sentiment': 'POS'}]"
love them - I stand all day at work and they are very comfortable,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['them']}, 'category': 'Clothing#General', 'opinion': {'from': 0, 'to': 1, 'term': ['love']}, 'sentiment': 'POS'}, {'aspect': {'from': 10, 'to': 11, 'term': ['they']}, 'category': 'Clothing#Quality', 'opinion': {'from': 12, 'to': 14, 'term': ['very', 'comfortable']}, 'sentiment': 'POS'}]"
"Too boxy , thought it would be more fitted like on the model .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Clothing#Size', 'opinion': {'from': 0, 'to': 2, 'term': ['Too', 'boxy']}, 'sentiment': 'NEG'}]"
Returnining is always a pain for me .,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['Returnining']}, 'category': 'Service#General', 'opinion': {'from': 4, 'to': 5, 'term': ['pain']}, 'sentiment': 'NEG'}]"
It is comfy & charming .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Shoes#Quality', 'opinion': {'from': 2, 'to': 3, 'term': ['comfy']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Shoes#Looking', 'opinion': {'from': 4, 'to': 5, 'term': ['charming']}, 'sentiment': 'POS'}]"
They were just as expected when they arrived .,ACOS,"[{'aspect': {'from': 6, 'to': 7, 'term': ['they']}, 'category': 'Service#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
They are comfortable and they look great !,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['They']}, 'category': 'Shoes#Quality', 'opinion': {'from': 2, 'to': 3, 'term': ['comfortable']}, 'sentiment': 'POS'}, {'aspect': {'from': 4, 'to': 5, 'term': ['they']}, 'category': 'Shoes#Looking', 'opinion': {'from': 6, 'to': 7, 'term': ['great']}, 'sentiment': 'POS'}]"
The do not run but I have never had tights fall apart like this before so I am removing a couple of stars .,ACOS,"[{'aspect': {'from': 9, 'to': 10, 'term': ['tights']}, 'category': 'Bottom#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
They run extremely small even though I bought the large/extra large .,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['They']}, 'category': 'Bottom#Size', 'opinion': {'from': 2, 'to': 4, 'term': ['extremely', 'small']}, 'sentiment': 'NEG'}]"
"Very comfortable tights , great for costumes , hides all veins bruises and other imperfections .",ACOS,"[{'aspect': {'from': 2, 'to': 3, 'term': ['tights']}, 'category': 'Bottom#General', 'opinion': {'from': 4, 'to': 5, 'term': ['great']}, 'sentiment': 'POS'}, {'aspect': {'from': 2, 'to': 3, 'term': ['tights']}, 'category': 'Bottom#Quality', 'opinion': {'from': 0, 'to': 2, 'term': ['Very', 'comfortable']}, 'sentiment': 'POS'}]"
Its amazing .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Top#pair', 'opinion': {'from': 1, 'to': 2, 'term': ['amazing']}, 'sentiment': 'POS'}]"
It turned out wonderful !,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Bottom#General', 'opinion': {'from': 3, 'to': 4, 'term': ['wonderful']}, 'sentiment': 'POS'}]"
"I puchased these for my girlfriend , they made her legs look amazing .",ACOS,"[{'aspect': {'from': 7, 'to': 8, 'term': ['they']}, 'category': 'Clothing#Looking', 'opinion': {'from': 12, 'to': 13, 'term': ['amazing']}, 'sentiment': 'POS'}]"
Writing said postage has to be paid in advance .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Service#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
"Life Stride does , they fit very nicely and are soooo comfortable .",ACOS,"[{'aspect': {'from': 0, 'to': 2, 'term': ['Life', 'Stride']}, 'category': 'Shoes#Size', 'opinion': {'from': 6, 'to': 8, 'term': ['very', 'nicely']}, 'sentiment': 'POS'}, {'aspect': {'from': 0, 'to': 2, 'term': ['Life', 'Stride']}, 'category': 'Shoes#Quality', 'opinion': {'from': 10, 'to': 12, 'term': ['soooo', 'comfortable']}, 'sentiment': 'POS'}]"
I 'm a tall lean guy but the tops of the boots are very wide .,ACOS,"[{'aspect': {'from': 7, 'to': 12, 'term': ['the', 'tops', 'of', 'the', 'boots']}, 'category': 'Shoes#Size', 'opinion': {'from': 13, 'to': 15, 'term': ['very', 'wide']}, 'sentiment': 'NEG'}]"
Excellent shoe .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['shoe']}, 'category': 'Shoes#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Excellent']}, 'sentiment': 'POS'}]"
When I tried them on they were so tight I thought I was going to be ill .,ACOS,"[{'aspect': {'from': 5, 'to': 6, 'term': ['they']}, 'category': 'Bottom#Size', 'opinion': {'from': 7, 'to': 9, 'term': ['so', 'tight']}, 'sentiment': 'NEG'}]"
Good buy .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Clothing#pair', 'opinion': {'from': 0, 'to': 1, 'term': ['Good']}, 'sentiment': 'POS'}]"
"changing my review after this new pair arrived , the package had clearly been opened , the tights were out of the sleeve and there were someone else 's feet marks in the hosiery .",ACOS,"[{'aspect': {'from': 17, 'to': 18, 'term': ['tights']}, 'category': 'Bottom#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
"Shoes are nice and soft , but runs wide .",ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['Shoes']}, 'category': 'Shoes#Quality', 'opinion': {'from': 4, 'to': 5, 'term': ['soft']}, 'sentiment': 'POS'}, {'aspect': {'from': 0, 'to': 1, 'term': ['Shoes']}, 'category': 'Shoes#Size', 'opinion': {'from': 8, 'to': 9, 'term': ['wide']}, 'sentiment': 'NEG'}, {'aspect': {'from': 0, 'to': 1, 'term': ['Shoes']}, 'category': 'Shoes#General', 'opinion': {'from': 2, 'to': 3, 'term': ['nice']}, 'sentiment': 'POS'}]"
"I like the transition foot , because I can roll the tights up and wear flip flops going to and from class .",ACOS,"[{'aspect': {'from': 3, 'to': 5, 'term': ['transition', 'foot']}, 'category': 'Bottom#General', 'opinion': {'from': 1, 'to': 2, 'term': ['like']}, 'sentiment': 'POS'}]"
Love the color and shimmer !,ACOS,"[{'aspect': {'from': 2, 'to': 3, 'term': ['color']}, 'category': 'Clothing#Looking', 'opinion': {'from': 0, 'to': 1, 'term': ['Love']}, 'sentiment': 'POS'}, {'aspect': {'from': 4, 'to': 5, 'term': ['shimmer']}, 'category': 'Clothing#Looking', 'opinion': {'from': 0, 'to': 1, 'term': ['Love']}, 'sentiment': 'POS'}]"
Fit somewhat small .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Clothing#Size', 'opinion': {'from': 1, 'to': 3, 'term': ['somewhat', 'small']}, 'sentiment': 'NEG'}]"
"I really enjoy them and am glad that despite having no knowledge of their fit , they were comforty .",ACOS,"[{'aspect': {'from': 3, 'to': 4, 'term': ['them']}, 'category': 'Shoes#General', 'opinion': {'from': 6, 'to': 7, 'term': ['glad']}, 'sentiment': 'POS'}, {'aspect': {'from': 3, 'to': 4, 'term': ['them']}, 'category': 'Shoes#General', 'opinion': {'from': 1, 'to': 3, 'term': ['really', 'enjoy']}, 'sentiment': 'POS'}, {'aspect': {'from': 16, 'to': 17, 'term': ['they']}, 'category': 'Shoes#Quality', 'opinion': {'from': 18, 'to': 19, 'term': ['comforty']}, 'sentiment': 'POS'}]"
"I went with height over weight , and these were perfect .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Clothing#Size', 'opinion': {'from': 10, 'to': 11, 'term': ['perfect']}, 'sentiment': 'POS'}]"
I enjoy dancing with these shoes on my feet .,ACOS,"[{'aspect': {'from': 5, 'to': 6, 'term': ['shoes']}, 'category': 'Shoes#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
Both toes ran in the same spot the first time I wore them .,ACOS,"[{'aspect': {'from': 12, 'to': 13, 'term': ['them']}, 'category': 'Bottom#Size', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
I like the appearance of the shoes very much - think they look very attractive .,ACOS,"[{'aspect': {'from': 3, 'to': 4, 'term': ['appearance']}, 'category': 'Shoes#Looking', 'opinion': {'from': 1, 'to': 2, 'term': ['like']}, 'sentiment': 'POS'}, {'aspect': {'from': 11, 'to': 12, 'term': ['they']}, 'category': 'Shoes#Looking', 'opinion': {'from': 13, 'to': 15, 'term': ['very', 'attractive']}, 'sentiment': 'POS'}]"
Mine were very true to size .,ACOS,"[{'aspect': {'from': 5, 'to': 6, 'term': ['size']}, 'category': 'Shoes#Size', 'opinion': {'from': 2, 'to': 4, 'term': ['very', 'true']}, 'sentiment': 'POS'}]"
"Very orange , very thick .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Bottom#Quality', 'opinion': {'from': 3, 'to': 5, 'term': ['very', 'thick']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Bottom#Looking', 'opinion': {'from': 0, 'to': 2, 'term': ['Very', 'orange']}, 'sentiment': 'POS'}]"
I love that I can wear these over the foot or folded up on my ankle !,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Bottom#General', 'opinion': {'from': 1, 'to': 2, 'term': ['love']}, 'sentiment': 'POS'}]"
But it 's still such a bargain that I did not return it .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Top#General', 'opinion': {'from': 6, 'to': 7, 'term': ['bargain']}, 'sentiment': 'POS'}]"
They are still a little too tight in the toe area but fit perfect everywhere else .,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['They']}, 'category': 'Shoes#Size', 'opinion': {'from': 13, 'to': 14, 'term': ['perfect']}, 'sentiment': 'POS'}, {'aspect': {'from': 0, 'to': 1, 'term': ['They']}, 'category': 'Shoes#Size', 'opinion': {'from': 5, 'to': 7, 'term': ['too', 'tight']}, 'sentiment': 'NEG'}]"
I bought 2 other pairs for other cast members !,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Clothing#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
They worked great for what we needed though and were perfect for our Alice costume .,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['They']}, 'category': 'Clothing#General', 'opinion': {'from': 2, 'to': 3, 'term': ['great']}, 'sentiment': 'POS'}, {'aspect': {'from': 0, 'to': 1, 'term': ['They']}, 'category': 'Clothing#General', 'opinion': {'from': 10, 'to': 11, 'term': ['perfect']}, 'sentiment': 'POS'}]"
She loves the style and they are very comfortable,ACOS,"[{'aspect': {'from': 5, 'to': 6, 'term': ['they']}, 'category': 'Shoes#Quality', 'opinion': {'from': 7, 'to': 9, 'term': ['very', 'comfortable']}, 'sentiment': 'POS'}, {'aspect': {'from': 3, 'to': 4, 'term': ['style']}, 'category': 'Shoes#Looking', 'opinion': {'from': 1, 'to': 2, 'term': ['loves']}, 'sentiment': 'POS'}]"
But unfortunately it was the regular hard elastic .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Clothing#General', 'opinion': {'from': 1, 'to': 2, 'term': ['unfortunately']}, 'sentiment': 'NEG'}]"
