raw_words,task,quadruples
8 Hour battery life is quite an overstatement ... the laptop itself tells me about 3-4 hours,ACOS,"[{'aspect': {'from': 2, 'to': 4, 'term': ['battery', 'life']}, 'category': 'BATTERY#QUALITY', 'opinion': {'from': 7, 'to': 8, 'term': ['overstatement']}, 'sentiment': 'NEG'}]"
Poor rating due to very sorry life of power cord .,ACOS,"[{'aspect': {'from': 8, 'to': 10, 'term': ['power', 'cord']}, 'category': 'POWER_SUPPLY#QUALITY', 'opinion': {'from': 5, 'to': 6, 'term': ['sorry']}, 'sentiment': 'NEG'}, {'aspect': {'from': 8, 'to': 10, 'term': ['power', 'cord']}, 'category': 'POWER_SUPPLY#GENERAL', 'opinion': {'from': 0, 'to': 1, 'term': ['Poor']}, 'sentiment': 'NEG'}]"
I will I am able to return it .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'LAPTOP#GENERAL', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
"Faster , nicer looking .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'LAPTOP#OPERATION_PERFORMANCE', 'opinion': {'from': 0, 'to': 1, 'term': ['Faster']}, 'sentiment': 'POS'}, {'aspect': {'from': 3, 'to': 4, 'term': ['looking']}, 'category': 'LAPTOP#DESIGN_FEATURES', 'opinion': {'from': 2, 'to': 3, 'term': ['nicer']}, 'sentiment': 'POS'}]"
My only complaint is that it 's incredibly slow .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'LAPTOP#OPERATION_PERFORMANCE', 'opinion': {'from': 7, 'to': 9, 'term': ['incredibly', 'slow']}, 'sentiment': 'NEG'}]"
And the light weight ( < 4lbs ) and long battery life are wonderful if you like to carry it around .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'LAPTOP#DESIGN_FEATURES', 'opinion': {'from': 13, 'to': 14, 'term': ['wonderful']}, 'sentiment': 'POS'}, {'aspect': {'from': 10, 'to': 12, 'term': ['battery', 'life']}, 'category': 'BATTERY#OPERATION_PERFORMANCE', 'opinion': {'from': 13, 'to': 14, 'term': ['wonderful']}, 'sentiment': 'POS'}, {'aspect': {'from': 10, 'to': 12, 'term': ['battery', 'life']}, 'category': 'BATTERY#OPERATION_PERFORMANCE', 'opinion': {'from': 9, 'to': 10, 'term': ['long']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'LAPTOP#DESIGN_FEATURES', 'opinion': {'from': 2, 'to': 3, 'term': ['light']}, 'sentiment': 'POS'}]"
"Sometimes , when annotating PDFs , the page closes and advises that my machine has run out of memory .",ACOS,"[{'aspect': {'from': 13, 'to': 14, 'term': ['machine']}, 'category': 'LAPTOP#QUALITY', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
We needed a laptop just for looking things up on the internet and this one fits the bill .,ACOS,"[{'aspect': {'from': 3, 'to': 4, 'term': ['laptop']}, 'category': 'LAPTOP#GENERAL', 'opinion': {'from': 15, 'to': 16, 'term': ['fits']}, 'sentiment': 'POS'}]"
Moderate Battery Life - the battery life is n't impressive either .,ACOS,"[{'aspect': {'from': 1, 'to': 3, 'term': ['Battery', 'Life']}, 'category': 'BATTERY#QUALITY', 'opinion': {'from': 0, 'to': 1, 'term': ['Moderate']}, 'sentiment': 'NEU'}]"
Slower than my old machine .,ACOS,"[{'aspect': {'from': 3, 'to': 5, 'term': ['old', 'machine']}, 'category': 'LAPTOP#OPERATION_PERFORMANCE', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
"Overall , just a few annoying little things , but it works well enough .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'LAPTOP#OPERATION_PERFORMANCE', 'opinion': {'from': 12, 'to': 13, 'term': ['well']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'LAPTOP#GENERAL', 'opinion': {'from': 5, 'to': 6, 'term': ['annoying']}, 'sentiment': 'NEG'}]"
"This laptop as a several deeply flawed design issues which have led to 3 replacements of the display , twice costing me $ 460 each .",ACOS,"[{'aspect': {'from': 7, 'to': 8, 'term': ['design']}, 'category': 'LAPTOP#DESIGN_FEATURES', 'opinion': {'from': 5, 'to': 7, 'term': ['deeply', 'flawed']}, 'sentiment': 'NEG'}]"
"Please do not purchase this computer , it performs worse than the $ 200 computer I used while waiting on the ' replacement ' computer I got when the other one crashed .",ACOS,"[{'aspect': {'from': 5, 'to': 6, 'term': ['computer']}, 'category': 'LAPTOP#OPERATION_PERFORMANCE', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
"Loved the look , loved the screen .",ACOS,"[{'aspect': {'from': 6, 'to': 7, 'term': ['screen']}, 'category': 'DISPLAY#GENERAL', 'opinion': {'from': 4, 'to': 5, 'term': ['loved']}, 'sentiment': 'POS'}, {'aspect': {'from': 2, 'to': 3, 'term': ['look']}, 'category': 'LAPTOP#DESIGN_FEATURES', 'opinion': {'from': 0, 'to': 1, 'term': ['Loved']}, 'sentiment': 'POS'}]"
Work speed at altitude !,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'LAPTOP#QUALITY', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
"ASUS , should be made aware of the sub par service at this facility , ACS Technology Solutions .",ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['ASUS']}, 'category': 'COMPANY#GENERAL', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}, {'aspect': {'from': 15, 'to': 18, 'term': ['ACS', 'Technology', 'Solutions']}, 'category': 'SUPPORT#GENERAL', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
Great laptop .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['laptop']}, 'category': 'LAPTOP#GENERAL', 'opinion': {'from': 0, 'to': 1, 'term': ['Great']}, 'sentiment': 'POS'}]"
My new laptop was very helpful .,ACOS,"[{'aspect': {'from': 2, 'to': 3, 'term': ['laptop']}, 'category': 'LAPTOP#GENERAL', 'opinion': {'from': 4, 'to': 6, 'term': ['very', 'helpful']}, 'sentiment': 'POS'}]"
"Great laptop for the price , runs fast and has good specs .",ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['laptop']}, 'category': 'LAPTOP#PRICE', 'opinion': {'from': 0, 'to': 1, 'term': ['Great']}, 'sentiment': 'POS'}, {'aspect': {'from': 6, 'to': 7, 'term': ['runs']}, 'category': 'OS#OPERATION_PERFORMANCE', 'opinion': {'from': 7, 'to': 8, 'term': ['fast']}, 'sentiment': 'POS'}, {'aspect': {'from': 11, 'to': 12, 'term': ['specs']}, 'category': 'LAPTOP#GENERAL', 'opinion': {'from': 10, 'to': 11, 'term': ['good']}, 'sentiment': 'POS'}]"
"The man in the video described his case rather humorously as `` brushed plastic , '' and that 's exactly what it is , but it feels good and provides a very firm , non-slippery grip .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'LAPTOP#DESIGN_FEATURES', 'opinion': {'from': 32, 'to': 33, 'term': ['firm']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'LAPTOP#GENERAL', 'opinion': {'from': 27, 'to': 28, 'term': ['good']}, 'sentiment': 'POS'}]"
The computer stopped functioning as a laptop .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['computer']}, 'category': 'LAPTOP#QUALITY', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
The price displayed today morning was 1404 and now it is 1499 .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['price']}, 'category': 'LAPTOP#PRICE', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEU'}]"
Would not recomand .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'LAPTOP#GENERAL', 'opinion': {'from': 1, 'to': 3, 'term': ['not', 'recomand']}, 'sentiment': 'NEG'}]"
It is a great laptop and I mostly love that it is so light .,ACOS,"[{'aspect': {'from': 4, 'to': 5, 'term': ['laptop']}, 'category': 'LAPTOP#DESIGN_FEATURES', 'opinion': {'from': 7, 'to': 9, 'term': ['mostly', 'love']}, 'sentiment': 'POS'}, {'aspect': {'from': 4, 'to': 5, 'term': ['laptop']}, 'category': 'LAPTOP#GENERAL', 'opinion': {'from': 3, 'to': 4, 'term': ['great']}, 'sentiment': 'POS'}, {'aspect': {'from': 4, 'to': 5, 'term': ['laptop']}, 'category': 'LAPTOP#DESIGN_FEATURES', 'opinion': {'from': 12, 'to': 14, 'term': ['so', 'light']}, 'sentiment': 'POS'}]"
Having to constantly restart my laptop for no apparent reason seems quite unreasonable .,ACOS,"[{'aspect': {'from': 5, 'to': 6, 'term': ['laptop']}, 'category': 'LAPTOP#QUALITY', 'opinion': {'from': 12, 'to': 13, 'term': ['unreasonable']}, 'sentiment': 'NEG'}]"
Fingerprint reader is nice for signing in .,ACOS,"[{'aspect': {'from': 0, 'to': 2, 'term': ['Fingerprint', 'reader']}, 'category': 'KEYBOARD#USABILITY', 'opinion': {'from': 3, 'to': 4, 'term': ['nice']}, 'sentiment': 'POS'}]"
After I set up my fingerprint scan it does the fast and easy boot up every time .,ACOS,"[{'aspect': {'from': 13, 'to': 15, 'term': ['boot', 'up']}, 'category': 'OS#OPERATION_PERFORMANCE', 'opinion': {'from': 12, 'to': 13, 'term': ['easy']}, 'sentiment': 'POS'}, {'aspect': {'from': 5, 'to': 7, 'term': ['fingerprint', 'scan']}, 'category': 'KEYBOARD#GENERAL', 'opinion': {'from': 10, 'to': 11, 'term': ['fast']}, 'sentiment': 'POS'}]"
It such a shame for company like ASUS to make it difficult for the customers to replace the HHD .,ACOS,"[{'aspect': {'from': 7, 'to': 8, 'term': ['ASUS']}, 'category': 'COMPANY#GENERAL', 'opinion': {'from': 3, 'to': 4, 'term': ['shame']}, 'sentiment': 'NEG'}]"
I am hoping they will be able to suggest something .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'SUPPORT#GENERAL', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEU'}]"
Super fast processing with the 8th Gen intel and love the fact that it has 4GB of video .,ACOS,"[{'aspect': {'from': 5, 'to': 8, 'term': ['8th', 'Gen', 'intel']}, 'category': 'CPU#GENERAL', 'opinion': {'from': 0, 'to': 2, 'term': ['Super', 'fast']}, 'sentiment': 'POS'}]"
It is generally used with satisfaction .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'LAPTOP#GENERAL', 'opinion': {'from': 5, 'to': 6, 'term': ['satisfaction']}, 'sentiment': 'POS'}]"
There are many forums with people who have the same issues .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'LAPTOP#GENERAL', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
Great overall product for the cost .,ACOS,"[{'aspect': {'from': 5, 'to': 6, 'term': ['cost']}, 'category': 'LAPTOP#PRICE', 'opinion': {'from': 0, 'to': 1, 'term': ['Great']}, 'sentiment': 'POS'}, {'aspect': {'from': 2, 'to': 3, 'term': ['product']}, 'category': 'LAPTOP#GENERAL', 'opinion': {'from': 0, 'to': 1, 'term': ['Great']}, 'sentiment': 'POS'}]"
"However , the battery life is nowhere near the 8-hour mark that the sticker on the laptop claims .",ACOS,"[{'aspect': {'from': 3, 'to': 5, 'term': ['battery', 'life']}, 'category': 'BATTERY#GENERAL', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
Everything on this laptop is nice except one thing - the drive seems pretty slow .,ACOS,"[{'aspect': {'from': 3, 'to': 4, 'term': ['laptop']}, 'category': 'LAPTOP#GENERAL', 'opinion': {'from': 5, 'to': 6, 'term': ['nice']}, 'sentiment': 'POS'}, {'aspect': {'from': 11, 'to': 12, 'term': ['drive']}, 'category': 'OPTICAL_DRIVES#OPERATION_PERFORMANCE', 'opinion': {'from': 13, 'to': 15, 'term': ['pretty', 'slow']}, 'sentiment': 'NEG'}]"
Fast and responsive when you are n't beating on the hard drive ( see below . ),ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'LAPTOP#OPERATION_PERFORMANCE', 'opinion': {'from': 0, 'to': 1, 'term': ['Fast']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'LAPTOP#OPERATION_PERFORMANCE', 'opinion': {'from': 2, 'to': 3, 'term': ['responsive']}, 'sentiment': 'POS'}]"
"Its a nice machine for the price , especially if you want to add an ssd to it .",ACOS,"[{'aspect': {'from': 3, 'to': 4, 'term': ['machine']}, 'category': 'LAPTOP#PRICE', 'opinion': {'from': 2, 'to': 3, 'term': ['nice']}, 'sentiment': 'POS'}]"
Computer is pretty much a steal at this price .,ACOS,"[{'aspect': {'from': 8, 'to': 9, 'term': ['price']}, 'category': 'LAPTOP#PRICE', 'opinion': {'from': 2, 'to': 6, 'term': ['pretty', 'much', 'a', 'steal']}, 'sentiment': 'POS'}]"
So far it 's lived up to all of my expectations and is way better than my old Dell laptop,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'LAPTOP#GENERAL', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
"Not bad for it 's price , but it 's slower than you think",ACOS,"[{'aspect': {'from': 5, 'to': 6, 'term': ['price']}, 'category': 'LAPTOP#PRICE', 'opinion': {'from': 0, 'to': 2, 'term': ['Not', 'bad']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'LAPTOP#OPERATION_PERFORMANCE', 'opinion': {'from': 10, 'to': 11, 'term': ['slower']}, 'sentiment': 'NEG'}]"
"As soon as a complete testing it , wil upgrade the RAM .",ACOS,"[{'aspect': {'from': 11, 'to': 12, 'term': ['RAM']}, 'category': 'MEMORY#GENERAL', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
Love everything about it .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'LAPTOP#GENERAL', 'opinion': {'from': 0, 'to': 1, 'term': ['Love']}, 'sentiment': 'POS'}]"
Excellent choice,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'LAPTOP#GENERAL', 'opinion': {'from': 0, 'to': 1, 'term': ['Excellent']}, 'sentiment': 'POS'}]"
WITH FAIRNESS HAVENT LOOKED AT ALL INSTRUCTIONS .,ACOS,"[{'aspect': {'from': 6, 'to': 7, 'term': ['INSTRUCTIONS']}, 'category': 'SUPPORT#USABILITY', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEU'}]"
I ' m very happy with it .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'LAPTOP#GENERAL', 'opinion': {'from': 4, 'to': 5, 'term': ['happy']}, 'sentiment': 'POS'}]"
"Overall , I 'm happy with the product so far .",ACOS,"[{'aspect': {'from': 7, 'to': 8, 'term': ['product']}, 'category': 'LAPTOP#GENERAL', 'opinion': {'from': 4, 'to': 5, 'term': ['happy']}, 'sentiment': 'POS'}]"
This computer is great when it works .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['computer']}, 'category': 'LAPTOP#OPERATION_PERFORMANCE', 'opinion': {'from': 3, 'to': 4, 'term': ['great']}, 'sentiment': 'POS'}]"
"I was extremely excited to get this Chromebook , even paid extra for priority shipping all the way to Singapore .",ACOS,"[{'aspect': {'from': 7, 'to': 8, 'term': ['Chromebook']}, 'category': 'LAPTOP#GENERAL', 'opinion': {'from': 2, 'to': 4, 'term': ['extremely', 'excited']}, 'sentiment': 'POS'}]"
"It also came in a lot of packaging , which is nice .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'LAPTOP#DESIGN_FEATURES', 'opinion': {'from': 11, 'to': 12, 'term': ['nice']}, 'sentiment': 'POS'}]"
"very nice screen , and very fast .",ACOS,"[{'aspect': {'from': 2, 'to': 3, 'term': ['screen']}, 'category': 'DISPLAY#OPERATION_PERFORMANCE', 'opinion': {'from': 0, 'to': 2, 'term': ['very', 'nice']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'OS#OPERATION_PERFORMANCE', 'opinion': {'from': 5, 'to': 7, 'term': ['very', 'fast']}, 'sentiment': 'POS'}]"
Acer 's a work horse -- a fast and strong one .,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['Acer']}, 'category': 'LAPTOP#OPERATION_PERFORMANCE', 'opinion': {'from': 9, 'to': 10, 'term': ['strong']}, 'sentiment': 'POS'}, {'aspect': {'from': 0, 'to': 1, 'term': ['Acer']}, 'category': 'LAPTOP#OPERATION_PERFORMANCE', 'opinion': {'from': 7, 'to': 8, 'term': ['fast']}, 'sentiment': 'POS'}]"
Battery performance is not good .,ACOS,"[{'aspect': {'from': 0, 'to': 2, 'term': ['Battery', 'performance']}, 'category': 'BATTERY#OPERATION_PERFORMANCE', 'opinion': {'from': 3, 'to': 5, 'term': ['not', 'good']}, 'sentiment': 'NEG'}]"
I really like it !,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'LAPTOP#GENERAL', 'opinion': {'from': 2, 'to': 3, 'term': ['like']}, 'sentiment': 'POS'}]"
Unlike most laptops out of the box there is a surprisingly low amount of bloatware on this machine which was a welcome change .,ACOS,"[{'aspect': {'from': 17, 'to': 18, 'term': ['machine']}, 'category': 'LAPTOP#DESIGN_FEATURES', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
The Toshiba laptop is great and would recommend as well .,ACOS,"[{'aspect': {'from': 1, 'to': 3, 'term': ['Toshiba', 'laptop']}, 'category': 'LAPTOP#GENERAL', 'opinion': {'from': 7, 'to': 8, 'term': ['recommend']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 3, 'term': ['Toshiba', 'laptop']}, 'category': 'LAPTOP#GENERAL', 'opinion': {'from': 4, 'to': 5, 'term': ['great']}, 'sentiment': 'POS'}]"
Display is quite vivid .,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['Display']}, 'category': 'DISPLAY#QUALITY', 'opinion': {'from': 2, 'to': 4, 'term': ['quite', 'vivid']}, 'sentiment': 'POS'}]"
Main Issue - The back-light on the screen died within 3 weeks and so I had to send it back .,ACOS,"[{'aspect': {'from': 4, 'to': 8, 'term': ['back-light', 'on', 'the', 'screen']}, 'category': 'DISPLAY#QUALITY', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
"Plus , the body of this one was bent , so it would n't sit level on a desk .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'LAPTOP#DESIGN_FEATURES', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
"Awesomeness , now that I got it to update and everything , including apps , works !",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'LAPTOP#USABILITY', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
My experience with the 100 % hard disk is Win 10 update .,ACOS,"[{'aspect': {'from': 6, 'to': 8, 'term': ['hard', 'disk']}, 'category': 'HARD_DISK#OPERATION_PERFORMANCE', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}, {'aspect': {'from': 9, 'to': 12, 'term': ['Win', '10', 'update']}, 'category': 'OS#OPERATION_PERFORMANCE', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
"The finger print scanner works great , but the built in mouse pad is a little flimsy when it comes to the mouse buttons .",ACOS,"[{'aspect': {'from': 1, 'to': 4, 'term': ['finger', 'print', 'scanner']}, 'category': 'LAPTOP#DESIGN_FEATURES', 'opinion': {'from': 5, 'to': 6, 'term': ['great']}, 'sentiment': 'POS'}, {'aspect': {'from': 11, 'to': 13, 'term': ['mouse', 'pad']}, 'category': 'MOUSE#DESIGN_FEATURES', 'opinion': {'from': 16, 'to': 17, 'term': ['flimsy']}, 'sentiment': 'NEG'}]"
The only thing I wish it had now was a discrete graphics GPU for video edit and post production work .,ACOS,"[{'aspect': {'from': 11, 'to': 13, 'term': ['graphics', 'GPU']}, 'category': 'GRAPHICS#GENERAL', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
This is one kick-ass little machine .,ACOS,"[{'aspect': {'from': 5, 'to': 6, 'term': ['machine']}, 'category': 'LAPTOP#GENERAL', 'opinion': {'from': 3, 'to': 4, 'term': ['kick-ass']}, 'sentiment': 'POS'}]"
perfect,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'LAPTOP#GENERAL', 'opinion': {'from': 0, 'to': 1, 'term': ['perfect']}, 'sentiment': 'POS'}]"
Multitasking is a breeze nice screen size,ACOS,"[{'aspect': {'from': 5, 'to': 7, 'term': ['screen', 'size']}, 'category': 'DISPLAY#DESIGN_FEATURES', 'opinion': {'from': 4, 'to': 5, 'term': ['nice']}, 'sentiment': 'POS'}]"
I used powershell to reset the computer but it does n't work .,ACOS,"[{'aspect': {'from': 2, 'to': 3, 'term': ['powershell']}, 'category': 'SOFTWARE#GENERAL', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
"Nice machine , but defective .",ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['machine']}, 'category': 'LAPTOP#GENERAL', 'opinion': {'from': 0, 'to': 1, 'term': ['Nice']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['machine']}, 'category': 'LAPTOP#GENERAL', 'opinion': {'from': 4, 'to': 5, 'term': ['defective']}, 'sentiment': 'NEG'}]"
I 'm a mac user and I would love to get this laptop .,ACOS,"[{'aspect': {'from': 12, 'to': 13, 'term': ['laptop']}, 'category': 'LAPTOP#GENERAL', 'opinion': {'from': 8, 'to': 9, 'term': ['love']}, 'sentiment': 'POS'}]"
"Even with that issue , I would have given it four stars , however , while they had it , they flashed the BIOS , and must not have done it properly because it has since sporadically shut down when I 'm on battery power .",ACOS,"[{'aspect': {'from': 20, 'to': 21, 'term': ['they']}, 'category': 'SUPPORT#GENERAL', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
- It is very lightweight and easy to carry around .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'LAPTOP#PORTABILITY', 'opinion': {'from': 6, 'to': 7, 'term': ['easy']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'LAPTOP#DESIGN_FEATURES', 'opinion': {'from': 4, 'to': 5, 'term': ['lightweight']}, 'sentiment': 'POS'}]"
Gifted the laptop to my sis she loved it,ACOS,"[{'aspect': {'from': 2, 'to': 3, 'term': ['laptop']}, 'category': 'LAPTOP#GENERAL', 'opinion': {'from': 7, 'to': 8, 'term': ['loved']}, 'sentiment': 'POS'}]"
The display is light leak .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['display']}, 'category': 'DISPLAY#DESIGN_FEATURES', 'opinion': {'from': 3, 'to': 5, 'term': ['light', 'leak']}, 'sentiment': 'NEG'}]"
Also the computer is super light .,ACOS,"[{'aspect': {'from': 2, 'to': 3, 'term': ['computer']}, 'category': 'LAPTOP#PORTABILITY', 'opinion': {'from': 4, 'to': 6, 'term': ['super', 'light']}, 'sentiment': 'POS'}]"
Good budget laptop but you can make it great with a few updates,ACOS,"[{'aspect': {'from': 2, 'to': 3, 'term': ['laptop']}, 'category': 'LAPTOP#PRICE', 'opinion': {'from': 0, 'to': 1, 'term': ['Good']}, 'sentiment': 'POS'}, {'aspect': {'from': 12, 'to': 13, 'term': ['updates']}, 'category': 'LAPTOP#OPERATION_PERFORMANCE', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
I highly recommend M.2 SSD for this laptop .,ACOS,"[{'aspect': {'from': 3, 'to': 5, 'term': ['M.2', 'SSD']}, 'category': 'HARD_DISK#GENERAL', 'opinion': {'from': 1, 'to': 3, 'term': ['highly', 'recommend']}, 'sentiment': 'POS'}]"
This is a great machine for everything that I do .,ACOS,"[{'aspect': {'from': 4, 'to': 5, 'term': ['machine']}, 'category': 'LAPTOP#GENERAL', 'opinion': {'from': 3, 'to': 4, 'term': ['great']}, 'sentiment': 'POS'}]"
I have been completely unsatisfied with my latest Macbook Pro purchase .,ACOS,"[{'aspect': {'from': 8, 'to': 10, 'term': ['Macbook', 'Pro']}, 'category': 'LAPTOP#GENERAL', 'opinion': {'from': 3, 'to': 5, 'term': ['completely', 'unsatisfied']}, 'sentiment': 'NEG'}]"
Excellent for the price,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'LAPTOP#PRICE', 'opinion': {'from': 0, 'to': 1, 'term': ['Excellent']}, 'sentiment': 'POS'}]"
So far everything about it seems to be exactly what I expected ; a durable feeling little netbook with enough power to feel responsive even with a dozen tabs ( and a few android apps ) open .,ACOS,"[{'aspect': {'from': 17, 'to': 18, 'term': ['netbook']}, 'category': 'LAPTOP#OPERATION_PERFORMANCE', 'opinion': {'from': 23, 'to': 24, 'term': ['responsive']}, 'sentiment': 'POS'}, {'aspect': {'from': 17, 'to': 18, 'term': ['netbook']}, 'category': 'LAPTOP#OPERATION_PERFORMANCE', 'opinion': {'from': 14, 'to': 15, 'term': ['durable']}, 'sentiment': 'POS'}]"
Must use earphones when watching movies or anything with sound .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'MULTIMEDIA_DEVICES#GENERAL', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
So far it 's completely silent .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'LAPTOP#GENERAL', 'opinion': {'from': 5, 'to': 6, 'term': ['silent']}, 'sentiment': 'POS'}]"
"It 's a little slow , but not super bad .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'LAPTOP#OPERATION_PERFORMANCE', 'opinion': {'from': 7, 'to': 10, 'term': ['not', 'super', 'bad']}, 'sentiment': 'NEG'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'LAPTOP#OPERATION_PERFORMANCE', 'opinion': {'from': 2, 'to': 5, 'term': ['a', 'little', 'slow']}, 'sentiment': 'NEG'}]"
The small battery capacity is the number one reason I would not buy this product and would recommend with that caveat being disclosed .,ACOS,"[{'aspect': {'from': 2, 'to': 4, 'term': ['battery', 'capacity']}, 'category': 'BATTERY#GENERAL', 'opinion': {'from': 1, 'to': 2, 'term': ['small']}, 'sentiment': 'NEG'}]"
