raw_words,task,quadruples
"Renegade 's Magic is no exception.The first half of the book looks like it 's going nowhere but if you stick to it , the ending is quite good .",ACOS,"[{'aspect': {'from': 0, 'to': 3, 'term': ['Renegade', ""'s"", 'Magic']}, 'category': 'Book#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}, {'aspect': {'from': 25, 'to': 26, 'term': ['ending']}, 'category': 'Content#Plot', 'opinion': {'from': 27, 'to': 29, 'term': ['quite', 'good']}, 'sentiment': 'POS'}, {'aspect': {'from': 6, 'to': 8, 'term': ['first', 'half']}, 'category': 'Content#Plot', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
More than three subplots that converge at the end is too much to follow .,ACOS,"[{'aspect': {'from': 3, 'to': 4, 'term': ['subplots']}, 'category': 'Content#Plot', 'opinion': {'from': 10, 'to': 12, 'term': ['too', 'much']}, 'sentiment': 'NEG'}]"
I have no idea how Dr Mukherjee found the time to pull all this information together .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Book#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
This books covers an incredible amount of ground .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['books']}, 'category': 'Book#General', 'opinion': {'from': 4, 'to': 5, 'term': ['incredible']}, 'sentiment': 'POS'}]"
It follows the family through world war two and the picture painted of this desperate time in the UK is so real that you could think you were there .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Content#Plot', 'opinion': {'from': 20, 'to': 22, 'term': ['so', 'real']}, 'sentiment': 'POS'}]"
I ca n't wait to read more of her books .,ACOS,"[{'aspect': {'from': 9, 'to': 10, 'term': ['books']}, 'category': 'Book#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
"I did get angry when Kellerman described Cathy , a secondary character who was the niece of the parents of a murder victim , as 5 ' 4 and 'tipping the scales ' at 125 lbs .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Book#Quality', 'opinion': {'from': 3, 'to': 4, 'term': ['angry']}, 'sentiment': 'NEG'}, {'aspect': {'from': 5, 'to': 6, 'term': ['Kellerman']}, 'category': 'Book#Author', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
Love the Decker/Lazarus books .,ACOS,"[{'aspect': {'from': 2, 'to': 4, 'term': ['Decker/Lazarus', 'books']}, 'category': 'Book#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Love']}, 'sentiment': 'POS'}]"
"And while not being at all didactic in the patronizing sense , the book teaches the reader a great deal about cancer the disease and its treatment .",ACOS,"[{'aspect': {'from': 13, 'to': 14, 'term': ['book']}, 'category': 'Book#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
Perhaps the most compelling book on the miasma that surrounds our country 's involvement in Afghanistan .,ACOS,"[{'aspect': {'from': 4, 'to': 5, 'term': ['book']}, 'category': 'Book#General', 'opinion': {'from': 2, 'to': 4, 'term': ['most', 'compelling']}, 'sentiment': 'POS'}]"
I know more about cancer than I ever .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Book#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
"I ca n't believe that it took 100 years for surgeons to recognize that the radical , disfiguring radical mastectomy surgery approach was equal to a lumpectomy with radiation .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Content#Plot', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
There are few people in this world who have such huge hearts .,ACOS,"[{'aspect': {'from': 3, 'to': 4, 'term': ['people']}, 'category': 'Content#Characters', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
One ridiculous coincidence is bad .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Content#Plot', 'opinion': {'from': 4, 'to': 5, 'term': ['bad']}, 'sentiment': 'NEG'}]"
I would like to see a bigger role for Rina and a few less coincidences.Recommended but not highly .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Book#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEU'}]"
"historical details are exceptional , while never losing focus on the patients and their suffering .",ACOS,"[{'aspect': {'from': 0, 'to': 2, 'term': ['historical', 'details']}, 'category': 'Content#Plot', 'opinion': {'from': 3, 'to': 4, 'term': ['exceptional']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Content#Plot', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
If you like your humour twisted - as I do - you 'll be laughing all the way to the bottom of the barrel .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Book#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
"Very dark , but certainly a wake up call to those who think cults are harmless !",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Content#Plot', 'opinion': {'from': 0, 'to': 2, 'term': ['Very', 'dark']}, 'sentiment': 'NEG'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Content#Plot', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
Amazing story .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['story']}, 'category': 'Book#Author', 'opinion': {'from': 0, 'to': 1, 'term': ['Amazing']}, 'sentiment': 'POS'}]"
This series is n't as good as some of her others .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['series']}, 'category': 'Book#General', 'opinion': {'from': 2, 'to': 7, 'term': ['is', ""n't"", 'as', 'good', 'as']}, 'sentiment': 'NEU'}]"
"Very technical , ut I enjoyed it tremedously .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Book#General', 'opinion': {'from': 5, 'to': 6, 'term': ['enjoyed']}, 'sentiment': 'POS'}]"
Love the characters .,ACOS,"[{'aspect': {'from': 2, 'to': 3, 'term': ['characters']}, 'category': 'Content#Characters', 'opinion': {'from': 0, 'to': 1, 'term': ['Love']}, 'sentiment': 'POS'}]"
This book was hard to handle for me .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['book']}, 'category': 'Book#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
"However , also as usual , MacBride finds ways to show a connection sometimes tight , sometimes tangentially between these cases.Go ahead and buy this book , BUT put it aside if you have not yet read Cold Granite , or Flesh House , or ( especially ) the prior book , Blind Eye come back to this one after youve completed his earlier 5 books.RATING : 4 stars .",ACOS,"[{'aspect': {'from': 57, 'to': 59, 'term': ['this', 'one']}, 'category': 'Book#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
I appreciated the authors work .,ACOS,"[{'aspect': {'from': 3, 'to': 4, 'term': ['authors']}, 'category': 'Book#Quality', 'opinion': {'from': 1, 'to': 2, 'term': ['appreciated']}, 'sentiment': 'POS'}, {'aspect': {'from': 3, 'to': 4, 'term': ['authors']}, 'category': 'Book#Author', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}, {'aspect': {'from': 4, 'to': 5, 'term': ['work']}, 'category': 'Book#Quality', 'opinion': {'from': 1, 'to': 2, 'term': ['appreciated']}, 'sentiment': 'POS'}]"
Some of the same information told by each girl had different names or locations and tended to leave me confused .,ACOS,"[{'aspect': {'from': 3, 'to': 5, 'term': ['same', 'information']}, 'category': 'Content#Plot', 'opinion': {'from': 19, 'to': 20, 'term': ['confused']}, 'sentiment': 'NEG'}]"
It set a great backdrop for the novel.I was first irritated by how all the major players were linked in two or fewer degrees .,ACOS,"[{'aspect': {'from': 7, 'to': 8, 'term': ['novel.I']}, 'category': 'Book#General', 'opinion': {'from': 3, 'to': 4, 'term': ['great']}, 'sentiment': 'POS'}]"
I was glad to find an unabridged recording of a Stuart B MacBride book .,ACOS,"[{'aspect': {'from': 7, 'to': 8, 'term': ['recording']}, 'category': 'Derivatives#General', 'opinion': {'from': 2, 'to': 3, 'term': ['glad']}, 'sentiment': 'POS'}]"
"What an incredible telling of the past , present , and impending future of cancer and cancer treatment .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Content#Plot', 'opinion': {'from': 2, 'to': 3, 'term': ['incredible']}, 'sentiment': 'POS'}]"
"After reading this book , I researched more specifically about things mentioned in the book ( The Story of Davidito , Flirty Fishing , the Mo Letters , etc ) and it was very disturbing to actually read the content of those items .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Content#Plot', 'opinion': {'from': 33, 'to': 35, 'term': ['very', 'disturbing']}, 'sentiment': 'NEG'}]"
"There were some parts that got a bit tedious and repetitious , especially all the scenes of Nevare gorging himself on this meal or that ( or another ) .",ACOS,"[{'aspect': {'from': 3, 'to': 4, 'term': ['parts']}, 'category': 'Content#Plot', 'opinion': {'from': 6, 'to': 9, 'term': ['a', 'bit', 'tedious']}, 'sentiment': 'NEG'}, {'aspect': {'from': 3, 'to': 4, 'term': ['parts']}, 'category': 'Content#Plot', 'opinion': {'from': 10, 'to': 11, 'term': ['repetitious']}, 'sentiment': 'NEG'}]"
"But I 'm glad that I plodded onward , because it has some good moments and offered a very satisfying conclusion .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Book#General', 'opinion': {'from': 3, 'to': 4, 'term': ['glad']}, 'sentiment': 'POS'}, {'aspect': {'from': 14, 'to': 15, 'term': ['moments']}, 'category': 'Content#Plot', 'opinion': {'from': 13, 'to': 14, 'term': ['good']}, 'sentiment': 'POS'}, {'aspect': {'from': 20, 'to': 21, 'term': ['conclusion']}, 'category': 'Content#Plot', 'opinion': {'from': 18, 'to': 20, 'term': ['very', 'satisfying']}, 'sentiment': 'POS'}]"
The author 's comprehensive knowledge and sharp intelligence make this book a riveting and compelling page-turner of mammoth scope and extraordinary detail .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['author']}, 'category': 'Book#Author', 'opinion': {'from': 12, 'to': 13, 'term': ['riveting']}, 'sentiment': 'POS'}, {'aspect': {'from': 10, 'to': 11, 'term': ['book']}, 'category': 'Book#General', 'opinion': {'from': 12, 'to': 13, 'term': ['riveting']}, 'sentiment': 'POS'}, {'aspect': {'from': 10, 'to': 11, 'term': ['book']}, 'category': 'Book#General', 'opinion': {'from': 14, 'to': 15, 'term': ['compelling']}, 'sentiment': 'POS'}, {'aspect': {'from': 10, 'to': 11, 'term': ['book']}, 'category': 'Book#General', 'opinion': {'from': 20, 'to': 21, 'term': ['extraordinary']}, 'sentiment': 'POS'}, {'aspect': {'from': 10, 'to': 11, 'term': ['book']}, 'category': 'Book#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}, {'aspect': {'from': 10, 'to': 11, 'term': ['book']}, 'category': 'Book#General', 'opinion': {'from': 17, 'to': 18, 'term': ['mammoth']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['author']}, 'category': 'Book#Author', 'opinion': {'from': 6, 'to': 7, 'term': ['sharp']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['author']}, 'category': 'Book#Author', 'opinion': {'from': 3, 'to': 4, 'term': ['comprehensive']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['author']}, 'category': 'Book#Author', 'opinion': {'from': 14, 'to': 15, 'term': ['compelling']}, 'sentiment': 'POS'}]"
"Lots of twists and turns , and ethical dilemmas to discuss.Recommended .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Book#General', 'opinion': {'from': 10, 'to': 11, 'term': ['discuss.Recommended']}, 'sentiment': 'POS'}]"
Fantastic read !,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['read']}, 'category': 'Book#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Fantastic']}, 'sentiment': 'POS'}]"
It combines good police procedure and the smell of good food .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Content#Plot', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
It satisfied my immediate need for a mixture of fantasy and thrills .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Book#General', 'opinion': {'from': 1, 'to': 2, 'term': ['satisfied']}, 'sentiment': 'POS'}]"
"Still high on action while keeping you in suspense , I can not wait to see how this particular phase will be brought to a conclusion .",ACOS,"[{'aspect': {'from': 18, 'to': 20, 'term': ['particular', 'phase']}, 'category': 'Content#Plot', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Content#Plot', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
This book is a very touching sweet book that will keep you wanting to know what is happening next ca n't wait to read the next one in this series,ACOS,"[{'aspect': {'from': 25, 'to': 30, 'term': ['next', 'one', 'in', 'this', 'series']}, 'category': 'Book#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['book']}, 'category': 'Book#General', 'opinion': {'from': 4, 'to': 6, 'term': ['very', 'touching']}, 'sentiment': 'NEG'}, {'aspect': {'from': 1, 'to': 2, 'term': ['book']}, 'category': 'Book#General', 'opinion': {'from': 6, 'to': 7, 'term': ['sweet']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['book']}, 'category': 'Content#Plot', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
"If however , your interest lies in reading about religions that are actually cults in disguise or the mistreatment and subjugation of women in certain religions , this isn't the book for you .",ACOS,"[{'aspect': {'from': 30, 'to': 31, 'term': ['book']}, 'category': 'Book#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
stuck and just a passive participant in what happens was a tough one to enjoy .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Content#Plot', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
"I enjoyed the first two books in the series which were pretty slow paced , but the third book is just plain terrible and takes slow pacing to an entirely new level .",ACOS,"[{'aspect': {'from': 3, 'to': 6, 'term': ['first', 'two', 'books']}, 'category': 'Book#General', 'opinion': {'from': 1, 'to': 2, 'term': ['enjoyed']}, 'sentiment': 'POS'}, {'aspect': {'from': 17, 'to': 19, 'term': ['third', 'book']}, 'category': 'Book#General', 'opinion': {'from': 21, 'to': 23, 'term': ['plain', 'terrible']}, 'sentiment': 'NEG'}]"
"Dark Blood , # 6 in the Logan McRae series is another action packed , nice dose of humor , ca n't put down must read book .",ACOS,"[{'aspect': {'from': 0, 'to': 2, 'term': ['Dark', 'Blood']}, 'category': 'Book#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
But it was really awful .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Book#General', 'opinion': {'from': 3, 'to': 5, 'term': ['really', 'awful']}, 'sentiment': 'NEG'}]"
Just knowing there are people out there like Cathy taking care of these damaged children is proof beyond reason Angels do walk this earth.I hard a hard time reading about the tremendous abuse this child suffered yet I could n't put this book down .,ACOS,"[{'aspect': {'from': 8, 'to': 9, 'term': ['Cathy']}, 'category': 'Content#Characters', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}, {'aspect': {'from': 42, 'to': 43, 'term': ['book']}, 'category': 'Content#Plot', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}, {'aspect': {'from': 42, 'to': 43, 'term': ['book']}, 'category': 'Book#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
"It has a compelling plot , many interesting characters , and a subject matter that 's both timely and important.Dr .",ACOS,"[{'aspect': {'from': 4, 'to': 5, 'term': ['plot']}, 'category': 'Content#Plot', 'opinion': {'from': 3, 'to': 4, 'term': ['compelling']}, 'sentiment': 'POS'}, {'aspect': {'from': 8, 'to': 9, 'term': ['characters']}, 'category': 'Content#Characters', 'opinion': {'from': 7, 'to': 8, 'term': ['interesting']}, 'sentiment': 'POS'}, {'aspect': {'from': 12, 'to': 14, 'term': ['subject', 'matter']}, 'category': 'Book#General', 'opinion': {'from': 19, 'to': 20, 'term': ['important.Dr']}, 'sentiment': 'POS'}, {'aspect': {'from': 12, 'to': 14, 'term': ['subject', 'matter']}, 'category': 'Book#General', 'opinion': {'from': 17, 'to': 18, 'term': ['timely']}, 'sentiment': 'POS'}]"
Will continue to follow him as long as he writes .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Book#Author', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
"Knowing while reading this book , that it was a true story , made it all the more awful to imagine .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Content#Plot', 'opinion': {'from': 18, 'to': 20, 'term': ['awful', 'to']}, 'sentiment': 'NEG'}]"
An excellent read .,ACOS,"[{'aspect': {'from': 2, 'to': 3, 'term': ['read']}, 'category': 'Book#General', 'opinion': {'from': 1, 'to': 2, 'term': ['excellent']}, 'sentiment': 'POS'}]"
"Having had the malady taken so many people I loved , the book provided an objective discourse on the disease and how we humans have had to deal with it since time immemorial .",ACOS,"[{'aspect': {'from': 12, 'to': 13, 'term': ['book']}, 'category': 'Content#Plot', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
The 3 lady 's courage can be found to be inspirational & a lesson to us all .,ACOS,"[{'aspect': {'from': 2, 'to': 5, 'term': ['lady', ""'s"", 'courage']}, 'category': 'Content#Plot', 'opinion': {'from': 10, 'to': 11, 'term': ['inspirational']}, 'sentiment': 'POS'}]"
"Robin Hobb 's SOLDIER SON TRILOGY is a series I highly recommend , even though I had a love/hate relationship going with the series all the way through .",ACOS,"[{'aspect': {'from': 0, 'to': 2, 'term': ['Robin', 'Hobb']}, 'category': 'Book#General', 'opinion': {'from': 10, 'to': 12, 'term': ['highly', 'recommend']}, 'sentiment': 'POS'}, {'aspect': {'from': 2, 'to': 6, 'term': [""'s"", 'SOLDIER', 'SON', 'TRILOGY']}, 'category': 'Book#General', 'opinion': {'from': 10, 'to': 12, 'term': ['highly', 'recommend']}, 'sentiment': 'POS'}]"
"I really can't blame Raymond E. Feist too much , as I really liked this book .",ACOS,"[{'aspect': {'from': 15, 'to': 16, 'term': ['book']}, 'category': 'Book#General', 'opinion': {'from': 12, 'to': 14, 'term': ['really', 'liked']}, 'sentiment': 'POS'}]"
"This was nothing like those , and the Farseer books seem more similar to these than to the Liveship books , so I may have to consider that I just do n't actually like Robin Hobb as much as I 'd initially thought .",ACOS,"[{'aspect': {'from': 34, 'to': 36, 'term': ['Robin', 'Hobb']}, 'category': 'Book#Author', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEU'}]"
Engaging writing on a long and complex subject ; suffers only from not enough sad stories about people actually suffering from cancer .,ACOS,"[{'aspect': {'from': 7, 'to': 8, 'term': ['subject']}, 'category': 'Content#Plot', 'opinion': {'from': 6, 'to': 7, 'term': ['complex']}, 'sentiment': 'NEG'}, {'aspect': {'from': 1, 'to': 2, 'term': ['writing']}, 'category': 'Book#Quality', 'opinion': {'from': 0, 'to': 1, 'term': ['Engaging']}, 'sentiment': 'POS'}, {'aspect': {'from': 7, 'to': 8, 'term': ['subject']}, 'category': 'Content#Plot', 'opinion': {'from': 4, 'to': 5, 'term': ['long']}, 'sentiment': 'NEG'}]"
And the author ends the book with caution about the elusive cure yet optimism for more effective future advancements in the fight against this killer disease that has touched so many of us or our loved ones.Bravo to Dr. Mukherjee .,ACOS,"[{'aspect': {'from': 38, 'to': 40, 'term': ['Dr.', 'Mukherjee']}, 'category': 'Book#Author', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
"This book is actually the first one in a long while to fulfill my expectations in that regard , with Will Adams able to incorporate an unbelievable amount of history into his story.The basic story is : Daniel Knox , archeologist , ends up on the wrong side of nearly everyone in Egypt ( or so it seems ) .",ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['book']}, 'category': 'Service#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
"These 2 stories could have been separate books , there is no reason to link them which turns out to be an artificial device and stretches the readers ability to suspend disbelief .",ACOS,"[{'aspect': {'from': 1, 'to': 3, 'term': ['2', 'stories']}, 'category': 'Content#Plot', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
This was largely because Nevare 's inability to choose persisted well past the point of irrational and into the landscape of unrealistic .,ACOS,"[{'aspect': {'from': 4, 'to': 5, 'term': ['Nevare']}, 'category': 'Content#Characters', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
"Robin Hood 's middle books tend to be a bit longwinded and tiresome , but the third books are always satisfying .",ACOS,"[{'aspect': {'from': 0, 'to': 5, 'term': ['Robin', 'Hood', ""'s"", 'middle', 'books']}, 'category': 'Book#General', 'opinion': {'from': 12, 'to': 13, 'term': ['tiresome']}, 'sentiment': 'NEG'}, {'aspect': {'from': 0, 'to': 5, 'term': ['Robin', 'Hood', ""'s"", 'middle', 'books']}, 'category': 'Book#Length', 'opinion': {'from': 8, 'to': 11, 'term': ['a', 'bit', 'longwinded']}, 'sentiment': 'NEG'}, {'aspect': {'from': 16, 'to': 18, 'term': ['third', 'books']}, 'category': 'Book#General', 'opinion': {'from': 19, 'to': 21, 'term': ['always', 'satisfying']}, 'sentiment': 'POS'}]"
"If we MUST continue to see the soul-cut-in-half trope recur , can the hero of the next one at least end up getting the extroverted and action-oriented tendencies for once ? I think that 's really it : it 's rare that my opinion of a book is as simple as this , but it really is a simple divide this time.I love the world , I love the supporting characters , I love the idea , and I adore Hobb 's prose.But I simply can not find it in myself to like the protagonist .",ACOS,"[{'aspect': {'from': 94, 'to': 95, 'term': ['protagonist']}, 'category': 'Content#Characters', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Book#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
This book is a great study of how science progresses .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['book']}, 'category': 'Book#General', 'opinion': {'from': 4, 'to': 5, 'term': ['great']}, 'sentiment': 'POS'}]"
I quickly found it hard to put down .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'None', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
"I found their story strong , real and unreal ... .. Just because it is unfathomable to me that adults can be SO nave and SO ridiculously blind and ... ... . Wow ... ..",ACOS,"[{'aspect': {'from': 19, 'to': 20, 'term': ['adults']}, 'category': 'Content#Characters', 'opinion': {'from': 22, 'to': 24, 'term': ['SO', 'nave']}, 'sentiment': 'NEG'}, {'aspect': {'from': 3, 'to': 4, 'term': ['story']}, 'category': 'Content#Plot', 'opinion': {'from': 6, 'to': 7, 'term': ['real']}, 'sentiment': 'POS'}, {'aspect': {'from': 3, 'to': 4, 'term': ['story']}, 'category': 'Content#Plot', 'opinion': {'from': 4, 'to': 5, 'term': ['strong']}, 'sentiment': 'POS'}, {'aspect': {'from': 3, 'to': 4, 'term': ['story']}, 'category': 'Content#Plot', 'opinion': {'from': 15, 'to': 16, 'term': ['unfathomable']}, 'sentiment': 'NEG'}, {'aspect': {'from': 3, 'to': 4, 'term': ['story']}, 'category': 'Content#Plot', 'opinion': {'from': 8, 'to': 9, 'term': ['unreal']}, 'sentiment': 'NEG'}, {'aspect': {'from': 19, 'to': 20, 'term': ['adults']}, 'category': 'Content#Characters', 'opinion': {'from': 25, 'to': 27, 'term': ['SO', 'ridiculously']}, 'sentiment': 'NEG'}]"
I 'm not going to give things away because the plot is well founded and makes for great reading .,ACOS,"[{'aspect': {'from': 10, 'to': 11, 'term': ['plot']}, 'category': 'Content#Plot', 'opinion': {'from': 12, 'to': 13, 'term': ['well']}, 'sentiment': 'POS'}, {'aspect': {'from': 10, 'to': 11, 'term': ['plot']}, 'category': 'Content#Plot', 'opinion': {'from': 17, 'to': 18, 'term': ['great']}, 'sentiment': 'POS'}]"
"She seems on target in Afghanistan and Pakistan , though this Brit sometimes misses the mark in the U.S. , most notably ( and inexplicably ) when she fails to recognize that Bud McFarlane was National Security Advisor , instead labeling him an ex-CIA agent .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Book#Author', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
"The best writing may be the last two pages , a story that tempers nave optimism a reader might want to insist on , the death of Germaine Berne after six years of winning and losing against intestinal cancer .",ACOS,"[{'aspect': {'from': 2, 'to': 3, 'term': ['writing']}, 'category': 'Book#Quality', 'opinion': {'from': 1, 'to': 2, 'term': ['best']}, 'sentiment': 'POS'}, {'aspect': {'from': 11, 'to': 12, 'term': ['story']}, 'category': 'Content#Plot', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEU'}]"
Good reading .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Book#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Good']}, 'sentiment': 'POS'}]"
Good story line,ACOS,"[{'aspect': {'from': 1, 'to': 3, 'term': ['story', 'line']}, 'category': 'Content#Plot', 'opinion': {'from': 0, 'to': 1, 'term': ['Good']}, 'sentiment': 'POS'}]"
It is a MUST read for anyone who has a loved one currently battling cancer .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Book#General', 'opinion': {'from': 3, 'to': 4, 'term': ['MUST']}, 'sentiment': 'POS'}]"
"Equally effectively does Mukherjee weave together all the various facets of this iconic disease throughout history , from describing cancer from the patient 's perspective , to viewing the never ending battles of physicians and medical researchers with cancer over the centuries , to examining the mysteries of the cellular nature of cancer itself and what really goes on in there , to the pro and con impact of this never ending plague on the spirit of the individual human and on our race as a whole , to peering into a crystal ball for a glance of cancer 's and our future together .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Book#General', 'opinion': {'from': 1, 'to': 2, 'term': ['effectively']}, 'sentiment': 'POS'}]"
Great book for any reader who wants to learn about Diana shopping for humorous cards at the gift shop or her inability to cook or her ( well known ) strained relationship with her ex or her love of healing crystals .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['book']}, 'category': 'Book#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Great']}, 'sentiment': 'POS'}]"
