raw_words,task,quadruples
Tiffany was a super helpful and flexible host !,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['Tiffany']}, 'category': 'Service#General', 'opinion': {'from': 6, 'to': 7, 'term': ['flexible']}, 'sentiment': 'POS'}, {'aspect': {'from': 0, 'to': 1, 'term': ['Tiffany']}, 'category': 'Service#General', 'opinion': {'from': 3, 'to': 5, 'term': ['super', 'helpful']}, 'sentiment': 'POS'}]"
Good spot,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['spot']}, 'category': 'Hotel#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Good']}, 'sentiment': 'POS'}]"
"She went above and beyond to accommodate my arrival , even picking up a clothes steamer ( ! )",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Service#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
"Penny is welcoming and generous with space , kitchen use , breakfast foods , and amenities .",ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['Penny']}, 'category': 'Service#General', 'opinion': {'from': 2, 'to': 3, 'term': ['welcoming']}, 'sentiment': 'POS'}, {'aspect': {'from': 0, 'to': 1, 'term': ['Penny']}, 'category': 'Service#General', 'opinion': {'from': 4, 'to': 5, 'term': ['generous']}, 'sentiment': 'POS'}]"
Beds were very comfortable .,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['Beds']}, 'category': 'Rooms#Comfort', 'opinion': {'from': 2, 'to': 4, 'term': ['very', 'comfortable']}, 'sentiment': 'POS'}]"
Oine 's place was the highlight of our trip !,ACOS,"[{'aspect': {'from': 0, 'to': 3, 'term': ['Oine', ""'s"", 'place']}, 'category': 'Hotel#General', 'opinion': {'from': 5, 'to': 6, 'term': ['highlight']}, 'sentiment': 'POS'}]"
I would recommend and would definitely stay here again,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#General', 'opinion': {'from': 2, 'to': 3, 'term': ['recommend']}, 'sentiment': 'POS'}]"
The place was probably a little smaller than I imagined and it is a pain to go up and down all the time to sleep ( not to mention mind your head ! ! ! ),ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['place']}, 'category': 'Hotel#Design_features', 'opinion': {'from': 4, 'to': 7, 'term': ['a', 'little', 'smaller']}, 'sentiment': 'NEG'}]"
"Besides location and homely surroundings , the building offer a stunning view of Boston .",ACOS,"[{'aspect': {'from': 4, 'to': 5, 'term': ['surroundings']}, 'category': 'Location#General', 'opinion': {'from': 3, 'to': 4, 'term': ['homely']}, 'sentiment': 'POS'}, {'aspect': {'from': 11, 'to': 12, 'term': ['view']}, 'category': 'Location#General', 'opinion': {'from': 10, 'to': 11, 'term': ['stunning']}, 'sentiment': 'POS'}]"
"We asked to drop-off our luggage in the morning , and not only did she let us drop the luggage , Tiffany also managed to arrange an early check-in and a late check-out , which we greatly appreciate !",ACOS,"[{'aspect': {'from': 21, 'to': 22, 'term': ['Tiffany']}, 'category': 'Service#General', 'opinion': {'from': 36, 'to': 38, 'term': ['greatly', 'appreciate']}, 'sentiment': 'POS'}]"
The house was very clean and neat and definitely looks luxurious .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['house']}, 'category': 'Hotel#Cleanliness', 'opinion': {'from': 6, 'to': 7, 'term': ['neat']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['house']}, 'category': 'Hotel#Cleanliness', 'opinion': {'from': 3, 'to': 5, 'term': ['very', 'clean']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['house']}, 'category': 'Hotel#Design_features', 'opinion': {'from': 10, 'to': 11, 'term': ['luxurious']}, 'sentiment': 'POS'}]"
the host was always near when we needed help,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['host']}, 'category': 'Service#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
Super comfy .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#Comfort', 'opinion': {'from': 0, 'to': 2, 'term': ['Super', 'comfy']}, 'sentiment': 'POS'}]"
It is located in a pretty quite area .,ACOS,"[{'aspect': {'from': 7, 'to': 8, 'term': ['area']}, 'category': 'Location#General', 'opinion': {'from': 5, 'to': 7, 'term': ['pretty', 'quite']}, 'sentiment': 'POS'}]"
"The house is located in a great neighborhood , full of shops and restaurants within an easy walk .",ACOS,"[{'aspect': {'from': 7, 'to': 8, 'term': ['neighborhood']}, 'category': 'Location#General', 'opinion': {'from': 6, 'to': 7, 'term': ['great']}, 'sentiment': 'POS'}]"
"The place was one of the nicest apartments I 've ever seen ( apartment does n't seem quite accurate , given the sheer size of the unit , but I ca n't think of the appropriate word ) .",ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['place']}, 'category': 'Hotel#General', 'opinion': {'from': 6, 'to': 7, 'term': ['nicest']}, 'sentiment': 'POS'}, {'aspect': {'from': 23, 'to': 24, 'term': ['size']}, 'category': 'Hotel#Design_features', 'opinion': {'from': 22, 'to': 23, 'term': ['sheer']}, 'sentiment': 'NEG'}]"
Mark is quick to help with any questions and check in/check out was a breeze .,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['Mark']}, 'category': 'Service#General', 'opinion': {'from': 2, 'to': 3, 'term': ['quick']}, 'sentiment': 'POS'}, {'aspect': {'from': 9, 'to': 12, 'term': ['check', 'in/check', 'out']}, 'category': 'Service#General', 'opinion': {'from': 14, 'to': 15, 'term': ['breeze']}, 'sentiment': 'POS'}]"
Tod is very professional to manage the homestay and kind and helpful .,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['Tod']}, 'category': 'Service#General', 'opinion': {'from': 11, 'to': 12, 'term': ['helpful']}, 'sentiment': 'POS'}, {'aspect': {'from': 0, 'to': 1, 'term': ['Tod']}, 'category': 'Service#General', 'opinion': {'from': 2, 'to': 4, 'term': ['very', 'professional']}, 'sentiment': 'POS'}, {'aspect': {'from': 0, 'to': 1, 'term': ['Tod']}, 'category': 'Service#General', 'opinion': {'from': 9, 'to': 10, 'term': ['kind']}, 'sentiment': 'POS'}]"
"Nice touches , equipped with details that cover any need from tissues to extra power cords .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['touches']}, 'category': 'Hotel#Comfort', 'opinion': {'from': 0, 'to': 1, 'term': ['Nice']}, 'sentiment': 'POS'}]"
Nice little place .,ACOS,"[{'aspect': {'from': 2, 'to': 3, 'term': ['place']}, 'category': 'Hotel#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Nice']}, 'sentiment': 'POS'}]"
Tiffany 's was a perfect for us as a couple traveling alone .,ACOS,"[{'aspect': {'from': 0, 'to': 2, 'term': ['Tiffany', ""'s""]}, 'category': 'Hotel#General', 'opinion': {'from': 4, 'to': 5, 'term': ['perfect']}, 'sentiment': 'POS'}]"
"The room shares a bathroom with other rooms , but no issue or conflict when I was there .",ACOS,"[{'aspect': {'from': 4, 'to': 5, 'term': ['bathroom']}, 'category': 'Rooms#General', 'opinion': {'from': 10, 'to': 14, 'term': ['no', 'issue', 'or', 'conflict']}, 'sentiment': 'POS'}]"
She was always available - even with late night issues .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Service#General', 'opinion': {'from': 2, 'to': 4, 'term': ['always', 'available']}, 'sentiment': 'POS'}]"
I enjoyed staying at Todd 's place .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#General', 'opinion': {'from': 1, 'to': 2, 'term': ['enjoyed']}, 'sentiment': 'POS'}]"
Gloria was an excellent host for our stay in her apartment in Boston .,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['Gloria']}, 'category': 'Service#General', 'opinion': {'from': 3, 'to': 4, 'term': ['excellent']}, 'sentiment': 'POS'}]"
Valerie was a great host and provided great detail on the city .,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['Valerie']}, 'category': 'Service#General', 'opinion': {'from': 3, 'to': 4, 'term': ['great']}, 'sentiment': 'POS'}, {'aspect': {'from': 8, 'to': 9, 'term': ['detail']}, 'category': 'Service#General', 'opinion': {'from': 7, 'to': 8, 'term': ['great']}, 'sentiment': 'POS'}]"
Everything was so well organized / clean with small things like toothpaste that were set up for guests who forgot to bring their own .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#Design_features', 'opinion': {'from': 6, 'to': 7, 'term': ['clean']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#Cleanliness', 'opinion': {'from': 2, 'to': 5, 'term': ['so', 'well', 'organized']}, 'sentiment': 'POS'}]"
"Lots of wooden houses : - ) Valerie was a super host indeed : besides the clean and spacious room , she was very kind , responsive and thoughtful !",ACOS,"[{'aspect': {'from': 19, 'to': 20, 'term': ['room']}, 'category': 'Rooms#Design_features', 'opinion': {'from': 18, 'to': 19, 'term': ['spacious']}, 'sentiment': 'POS'}, {'aspect': {'from': 7, 'to': 8, 'term': ['Valerie']}, 'category': 'Service#General', 'opinion': {'from': 26, 'to': 27, 'term': ['responsive']}, 'sentiment': 'POS'}, {'aspect': {'from': 7, 'to': 8, 'term': ['Valerie']}, 'category': 'Service#General', 'opinion': {'from': 28, 'to': 29, 'term': ['thoughtful']}, 'sentiment': 'POS'}, {'aspect': {'from': 7, 'to': 8, 'term': ['Valerie']}, 'category': 'Service#General', 'opinion': {'from': 23, 'to': 25, 'term': ['very', 'kind']}, 'sentiment': 'POS'}, {'aspect': {'from': 19, 'to': 20, 'term': ['room']}, 'category': 'Rooms#Cleanliness', 'opinion': {'from': 16, 'to': 17, 'term': ['clean']}, 'sentiment': 'POS'}, {'aspect': {'from': 7, 'to': 8, 'term': ['Valerie']}, 'category': 'Service#General', 'opinion': {'from': 10, 'to': 11, 'term': ['super']}, 'sentiment': 'POS'}]"
George is very communicative .,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['George']}, 'category': 'Service#General', 'opinion': {'from': 2, 'to': 4, 'term': ['very', 'communicative']}, 'sentiment': 'POS'}]"
Check-in and check-out process is very convenient and smooth .,ACOS,"[{'aspect': {'from': 2, 'to': 3, 'term': ['check-out']}, 'category': 'Service#General', 'opinion': {'from': 8, 'to': 9, 'term': ['smooth']}, 'sentiment': 'POS'}, {'aspect': {'from': 0, 'to': 1, 'term': ['Check-in']}, 'category': 'Service#General', 'opinion': {'from': 5, 'to': 7, 'term': ['very', 'convenient']}, 'sentiment': 'POS'}, {'aspect': {'from': 0, 'to': 1, 'term': ['Check-in']}, 'category': 'Service#General', 'opinion': {'from': 8, 'to': 9, 'term': ['smooth']}, 'sentiment': 'POS'}, {'aspect': {'from': 2, 'to': 3, 'term': ['check-out']}, 'category': 'Service#General', 'opinion': {'from': 5, 'to': 7, 'term': ['very', 'convenient']}, 'sentiment': 'POS'}]"
"The place was exactly as described ; very large and spacious , with a great location .",ACOS,"[{'aspect': {'from': 15, 'to': 16, 'term': ['location']}, 'category': 'Location#General', 'opinion': {'from': 14, 'to': 15, 'term': ['great']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['place']}, 'category': 'Hotel#Design_features', 'opinion': {'from': 10, 'to': 11, 'term': ['spacious']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['place']}, 'category': 'Hotel#Design_features', 'opinion': {'from': 7, 'to': 9, 'term': ['very', 'large']}, 'sentiment': 'POS'}]"
"In a very convenient location to get downtown , especially if you are just looking for a place to sleep each night .",ACOS,"[{'aspect': {'from': 4, 'to': 5, 'term': ['location']}, 'category': 'Location#General', 'opinion': {'from': 2, 'to': 4, 'term': ['very', 'convenient']}, 'sentiment': 'POS'}]"
We loved our short stay with Valerie and Jason .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#General', 'opinion': {'from': 1, 'to': 2, 'term': ['loved']}, 'sentiment': 'POS'}]"
It is clean and exactly what I needed .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#Cleanliness', 'opinion': {'from': 2, 'to': 3, 'term': ['clean']}, 'sentiment': 'POS'}]"
Oine 's place was great - lovely apartment on a picture perfect Boston street .,ACOS,"[{'aspect': {'from': 7, 'to': 8, 'term': ['apartment']}, 'category': 'Hotel#General', 'opinion': {'from': 6, 'to': 7, 'term': ['lovely']}, 'sentiment': 'POS'}, {'aspect': {'from': 0, 'to': 3, 'term': ['Oine', ""'s"", 'place']}, 'category': 'Location#General', 'opinion': {'from': 11, 'to': 12, 'term': ['perfect']}, 'sentiment': 'POS'}, {'aspect': {'from': 0, 'to': 3, 'term': ['Oine', ""'s"", 'place']}, 'category': 'Hotel#General', 'opinion': {'from': 4, 'to': 5, 'term': ['great']}, 'sentiment': 'POS'}]"
She was polite and quick to respond to any needs .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Service#General', 'opinion': {'from': 2, 'to': 3, 'term': ['polite']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Service#General', 'opinion': {'from': 4, 'to': 5, 'term': ['quick']}, 'sentiment': 'POS'}]"
Everything was super clean .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#Cleanliness', 'opinion': {'from': 2, 'to': 4, 'term': ['super', 'clean']}, 'sentiment': 'POS'}]"
We rented this place for colleagues coming to town for meetings by North Station and it was perfect .,ACOS,"[{'aspect': {'from': 3, 'to': 4, 'term': ['place']}, 'category': 'Hotel#General', 'opinion': {'from': 17, 'to': 18, 'term': ['perfect']}, 'sentiment': 'POS'}]"
Could n't have been happier with the stay and would recommend for anyone looking for a great base of operations for a downtown Boston visit,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#General', 'opinion': {'from': 10, 'to': 11, 'term': ['recommend']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#General', 'opinion': {'from': 4, 'to': 5, 'term': ['happier']}, 'sentiment': 'POS'}]"
Todd 's house is a great experience !,ACOS,"[{'aspect': {'from': 0, 'to': 3, 'term': ['Todd', ""'s"", 'house']}, 'category': 'Hotel#General', 'opinion': {'from': 5, 'to': 6, 'term': ['great']}, 'sentiment': 'POS'}]"
"Easy access , great communication with owner/agency .",ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['access']}, 'category': 'Service#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Easy']}, 'sentiment': 'POS'}, {'aspect': {'from': 4, 'to': 7, 'term': ['communication', 'with', 'owner/agency']}, 'category': 'Service#General', 'opinion': {'from': 3, 'to': 4, 'term': ['great']}, 'sentiment': 'POS'}]"
The place was clean and was centrally located .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['place']}, 'category': 'Hotel#Cleanliness', 'opinion': {'from': 3, 'to': 4, 'term': ['clean']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['place']}, 'category': 'Location#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
"This was a brilliant location , right next to the State House and Boston Common .",ACOS,"[{'aspect': {'from': 4, 'to': 5, 'term': ['location']}, 'category': 'Location#General', 'opinion': {'from': 3, 'to': 4, 'term': ['brilliant']}, 'sentiment': 'POS'}, {'aspect': {'from': 4, 'to': 5, 'term': ['location']}, 'category': 'Location#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
We walked pretty much everywhere ( other than just a couple locations that were further than 2 miles ) .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Location#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
We came in for concerts at Fenway Park and it was a quick $ 8 - $ 12 Uber ride to the ball park .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Location#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
Perfect location and a great host .,ACOS,"[{'aspect': {'from': 5, 'to': 6, 'term': ['host']}, 'category': 'Service#General', 'opinion': {'from': 4, 'to': 5, 'term': ['great']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['location']}, 'category': 'Location#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Perfect']}, 'sentiment': 'POS'}]"
Brent 's flat is awesome and also super clean .,ACOS,"[{'aspect': {'from': 0, 'to': 3, 'term': ['Brent', ""'s"", 'flat']}, 'category': 'Hotel#Cleanliness', 'opinion': {'from': 7, 'to': 9, 'term': ['super', 'clean']}, 'sentiment': 'POS'}, {'aspect': {'from': 0, 'to': 3, 'term': ['Brent', ""'s"", 'flat']}, 'category': 'Hotel#General', 'opinion': {'from': 4, 'to': 5, 'term': ['awesome']}, 'sentiment': 'POS'}]"
She was quick to respond and did anything she could to make sure our stay was the best it could be ! !,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Service#General', 'opinion': {'from': 2, 'to': 3, 'term': ['quick']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Service#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
Staying here helped make our overall experience of Boston even better .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#General', 'opinion': {'from': 10, 'to': 11, 'term': ['better']}, 'sentiment': 'POS'}]"
"While Kama was reachable , the response time was generally 2-12+ hours ... ok for me , but might not be ideal for someone wanting more personal attention or local travel advice .",ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['Kama']}, 'category': 'Service#General', 'opinion': {'from': 19, 'to': 22, 'term': ['not', 'be', 'ideal']}, 'sentiment': 'NEG'}]"
Great place for the solo traveller and well located for the T,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['place']}, 'category': 'Hotel#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Great']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['place']}, 'category': 'Location#General', 'opinion': {'from': 7, 'to': 8, 'term': ['well']}, 'sentiment': 'POS'}]"
Penny 's place has everythingyou need while traveling .,ACOS,"[{'aspect': {'from': 0, 'to': 3, 'term': ['Penny', ""'s"", 'place']}, 'category': 'Hotel#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
I 'm a bigger guy ( 6 ' 2 ) and my wife and I had a horrible time trying to sleep up there .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Rooms#General', 'opinion': {'from': 17, 'to': 18, 'term': ['horrible']}, 'sentiment': 'NEG'}]"
Great for max to 2 people .. very very comfy bed .,ACOS,"[{'aspect': {'from': 10, 'to': 11, 'term': ['bed']}, 'category': 'Rooms#Comfort', 'opinion': {'from': 7, 'to': 10, 'term': ['very', 'very', 'comfy']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Great']}, 'sentiment': 'POS'}]"
Everything is great and Penny is so helpful .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#General', 'opinion': {'from': 2, 'to': 3, 'term': ['great']}, 'sentiment': 'POS'}, {'aspect': {'from': 4, 'to': 5, 'term': ['Penny']}, 'category': 'Service#General', 'opinion': {'from': 6, 'to': 8, 'term': ['so', 'helpful']}, 'sentiment': 'POS'}]"
It was fully prepared for my stay and I had an incredibly comfortable time .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#Comfort', 'opinion': {'from': 11, 'to': 13, 'term': ['incredibly', 'comfortable']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#General', 'opinion': {'from': 2, 'to': 4, 'term': ['fully', 'prepared']}, 'sentiment': 'POS'}]"
"The description was accurate , and the neighborhood was beyond wonderful - one block from Charles Street , and less than 0.6 miles from the theatre where we were working for 2 weeks .",ACOS,"[{'aspect': {'from': 7, 'to': 8, 'term': ['neighborhood']}, 'category': 'Location#General', 'opinion': {'from': 9, 'to': 11, 'term': ['beyond', 'wonderful']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['description']}, 'category': 'Service#General', 'opinion': {'from': 3, 'to': 4, 'term': ['accurate']}, 'sentiment': 'POS'}]"
"One of the host 's best hospitality strategies is her ultra helpful assistant , Susan .",ACOS,"[{'aspect': {'from': 14, 'to': 15, 'term': ['Susan']}, 'category': 'Service#General', 'opinion': {'from': 10, 'to': 12, 'term': ['ultra', 'helpful']}, 'sentiment': 'POS'}]"
The bed in the one bedroom is comfortable enough .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['bed']}, 'category': 'Rooms#Comfort', 'opinion': {'from': 7, 'to': 9, 'term': ['comfortable', 'enough']}, 'sentiment': 'POS'}]"
"Oh , and Gloria was very easy to work with .",ACOS,"[{'aspect': {'from': 3, 'to': 4, 'term': ['Gloria']}, 'category': 'Service#General', 'opinion': {'from': 5, 'to': 7, 'term': ['very', 'easy']}, 'sentiment': 'POS'}]"
Very beautiful with all essential amenities !,ACOS,"[{'aspect': {'from': 5, 'to': 6, 'term': ['amenities']}, 'category': 'Room_Amenities#Design_features', 'opinion': {'from': 4, 'to': 5, 'term': ['essential']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#Design_features', 'opinion': {'from': 0, 'to': 2, 'term': ['Very', 'beautiful']}, 'sentiment': 'POS'}]"
"The room was lovely , beautiful trees outside the large windows and even a skylight .",ACOS,"[{'aspect': {'from': 6, 'to': 7, 'term': ['trees']}, 'category': 'Location#General', 'opinion': {'from': 5, 'to': 6, 'term': ['beautiful']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['room']}, 'category': 'Rooms#Design_features', 'opinion': {'from': 3, 'to': 4, 'term': ['lovely']}, 'sentiment': 'POS'}, {'aspect': {'from': 10, 'to': 11, 'term': ['windows']}, 'category': 'Rooms#Design_features', 'opinion': {'from': 9, 'to': 10, 'term': ['large']}, 'sentiment': 'POS'}]"
Charles and Grace are very nice and correct people .,ACOS,"[{'aspect': {'from': 0, 'to': 3, 'term': ['Charles', 'and', 'Grace']}, 'category': 'Service#General', 'opinion': {'from': 7, 'to': 8, 'term': ['correct']}, 'sentiment': 'POS'}, {'aspect': {'from': 0, 'to': 3, 'term': ['Charles', 'and', 'Grace']}, 'category': 'Service#General', 'opinion': {'from': 4, 'to': 6, 'term': ['very', 'nice']}, 'sentiment': 'POS'}]"
Tiffany was also an excellent hostess and quick to respond to the few questions I had about the place and the city !,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['Tiffany']}, 'category': 'Service#General', 'opinion': {'from': 4, 'to': 5, 'term': ['excellent']}, 'sentiment': 'POS'}, {'aspect': {'from': 0, 'to': 1, 'term': ['Tiffany']}, 'category': 'Service#General', 'opinion': {'from': 7, 'to': 8, 'term': ['quick']}, 'sentiment': 'POS'}]"
The apartment is ideally located in a quiet neighborhood with easy access to the T and many restaurants .,ACOS,"[{'aspect': {'from': 8, 'to': 9, 'term': ['neighborhood']}, 'category': 'Location#General', 'opinion': {'from': 7, 'to': 8, 'term': ['quiet']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['apartment']}, 'category': 'Location#General', 'opinion': {'from': 3, 'to': 4, 'term': ['ideally']}, 'sentiment': 'POS'}, {'aspect': {'from': 8, 'to': 9, 'term': ['neighborhood']}, 'category': 'Location#General', 'opinion': {'from': 10, 'to': 11, 'term': ['easy']}, 'sentiment': 'POS'}]"
The house is pretty close to central Boston .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['house']}, 'category': 'Location#General', 'opinion': {'from': 3, 'to': 4, 'term': ['pretty']}, 'sentiment': 'POS'}]"
A really nice room ( air-conditioned ) with fully equipped and well cleaned bathroom .,ACOS,"[{'aspect': {'from': 13, 'to': 14, 'term': ['bathroom']}, 'category': 'Rooms#Design_features', 'opinion': {'from': 8, 'to': 9, 'term': ['fully']}, 'sentiment': 'POS'}, {'aspect': {'from': 13, 'to': 14, 'term': ['bathroom']}, 'category': 'Rooms#Cleanliness', 'opinion': {'from': 11, 'to': 12, 'term': ['well']}, 'sentiment': 'POS'}, {'aspect': {'from': 3, 'to': 4, 'term': ['room']}, 'category': 'Rooms#General', 'opinion': {'from': 1, 'to': 3, 'term': ['really', 'nice']}, 'sentiment': 'POS'}]"
The keyless entry was very convenient so I never worried about accidentally locking myself out .,ACOS,"[{'aspect': {'from': 1, 'to': 3, 'term': ['keyless', 'entry']}, 'category': 'Service#General', 'opinion': {'from': 4, 'to': 6, 'term': ['very', 'convenient']}, 'sentiment': 'POS'}]"
"Tiffany went above and beyond by leaving snacks and drinks , which came in really handy as we stayed there for 5 nights .",ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['Tiffany']}, 'category': 'Service#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
"The beds were a bit uncomfortable , one being a daybed and one was a fold-away , but it was ok for only a couple of nights .",ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['beds']}, 'category': 'Rooms#General', 'opinion': {'from': 3, 'to': 6, 'term': ['a', 'bit', 'uncomfortable']}, 'sentiment': 'NEG'}, {'aspect': {'from': 1, 'to': 2, 'term': ['beds']}, 'category': 'Rooms#Comfort', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
"Ideal location near the Boston Common , Public Gardens , and the T. Loft was great and cozy !",ACOS,"[{'aspect': {'from': 13, 'to': 14, 'term': ['Loft']}, 'category': 'Hotel#General', 'opinion': {'from': 15, 'to': 16, 'term': ['great']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['location']}, 'category': 'Location#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Ideal']}, 'sentiment': 'POS'}, {'aspect': {'from': 13, 'to': 14, 'term': ['Loft']}, 'category': 'Hotel#Comfort', 'opinion': {'from': 17, 'to': 18, 'term': ['cozy']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['location']}, 'category': 'Location#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
Very comfortable and accommodating .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#Comfort', 'opinion': {'from': 0, 'to': 2, 'term': ['Very', 'comfortable']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#Comfort', 'opinion': {'from': 3, 'to': 4, 'term': ['accommodating']}, 'sentiment': 'POS'}]"
